ردیف,نام,نام خانوادگی,کد ملی,نوع مقصد,شماره حساب یا شماره کارت,مبلغ واریزی (ریال),شماره پیگیری,تاریخ پرداخت,توضیحات
751,سارا,معصومی,8754015340,شماره کارت,6393462903411019,7500000,TRX140500751,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
752,فرهاد,جعفری,6696488731,شماره کارت,6037709266368323,60000000,TRX140500752,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
753,سمیه,کمالی,0897581172,شماره حساب,4684616609039424,60000000,TRX140500753,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
754,یگانه,رضایی,3763448497,شماره حساب,015427369261008171,30000000,TRX140500754,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
755,بهاره,بهرامی,9886326621,شماره کارت,5892106864761536,50000000,TRX140500755,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
756,نگار,بهرامی,5431066080,شماره کارت,6393463848322063,12000000,TRX140500756,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
757,سارا,نوری,0767904141,شماره کارت,6279612408350588,7500000,TRX140500757,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
758,شادی,احمدی,7997597018,شماره کارت,6393463058045347,15000000,TRX140500758,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
759,روناک,معصومی,2393542884,شماره کارت,6276484433482148,10000000,TRX140500759,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
760,سینا,احمدی,8072289179,شماره حساب,274892558420802815,20000000,TRX140500760,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
761,سارا,صادقی,4722458642,شماره کارت,5022297164787926,7500000,TRX140500761,2026-06-25 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
762,روناک,حسینی,8862526563,شماره کارت,5022293333192742,25000000,TRX140500762,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
763,دانیال,حاتمی,5711511203,شماره کارت,6279616320322278,25000000,TRX140500763,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
764,دانیال,اسماعیلی,0065896343,شماره کارت,6279618034639237,35000000,TRX140500764,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
765,آرمان,طاهری,5503390784,شماره کارت,6277602922909185,5000000,TRX140500765,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
766,مریم,نوری,1259069011,شماره حساب,9413696571100959,80000000,TRX140500766,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
767,سعید,عباسی,1101008067,شماره حساب,9836616952667714,40000000,TRX140500767,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
768,زهرا,عباسی,5225133622,شماره کارت,6037703249179980,10000000,TRX140500768,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
769,زهرا,اکبری,6542256679,شماره کارت,6219867928100789,40000000,TRX140500769,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
770,شادی,محمدی,7358347315,شماره کارت,6037705434502140,12000000,TRX140500770,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
771,نرگس,حسینی,0784273261,شماره کارت,6219864664964833,60000000,TRX140500771,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
772,مریم,طاهری,7555268337,شماره کارت,5022291253508004,40000000,TRX140500772,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
773,شادی,جعفری,8700980587,شماره کارت,6037705157817840,5000000,TRX140500773,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
774,لیلا,ملکی,8116403354,شماره کارت,6104331572423607,75000000,TRX140500774,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
775,دانیال,معصومی,5834827950,شماره کارت,6277609484367868,12000000,TRX140500775,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
776,سمیه,بهشتی,9042746130,شماره حساب,8066573368393320,35000000,TRX140500776,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
777,فاطمه,یوسفی,8860538475,شماره کارت,6393465681369051,100000000,TRX140500777,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
778,مریم,معصومی,5208403854,شماره کارت,6277604239831383,10000000,TRX140500778,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
779,فرهاد,بهرامی,2148868578,شماره کارت,6037998484065585,20000000,TRX140500779,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
780,فاطمه,حاتمی,2466628848,شماره کارت,6037703695316797,75000000,TRX140500780,2026-06-24 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
781,مهدی,محمدی,8463749917,شماره کارت,6279617280173222,40000000,TRX140500781,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
782,روناک,سلیمانی,9190293916,شماره کارت,6277601641107188,100000000,TRX140500782,2026-06-08 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
783,آرمان,کمالی,9756047968,شماره حساب,9899245914433674,50000000,TRX140500783,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
784,آرمان,جعفری,4351539372,شماره کارت,6219860387755300,75000000,TRX140500784,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
785,حامد,سلیمانی,2623721157,شماره کارت,6219865250093259,60000000,TRX140500785,2026-06-24 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
786,سمیه,یوسفی,1861573820,شماره حساب,6369308705188940,75000000,TRX140500786,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
787,مینا,اکبری,1875663738,شماره کارت,6279610195156481,75000000,TRX140500787,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
788,مهدی,باقری,0570650585,شماره کارت,6037707006841732,10000000,TRX140500788,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
789,شادی,احمدی,2523327805,شماره کارت,6277606012607708,12000000,TRX140500789,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
790,آرمان,اکبری,4996226587,شماره کارت,6104330682240836,15000000,TRX140500790,2026-06-06 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
791,حسین,ملکی,2847889450,شماره کارت,5022293863973099,30000000,TRX140500791,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
792,دانیال,نجفی,3812037653,شماره کارت,6219864395266425,12000000,TRX140500792,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
793,زهرا,زارعی,2139754573,شماره کارت,5022293310611151,12000000,TRX140500793,2026-06-08 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
794,امیر,حاتمی,0711559066,شماره کارت,6277606205370460,50000000,TRX140500794,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
795,یگانه,طاهری,6604033198,شماره کارت,6104339786345094,75000000,TRX140500795,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
796,پرهام,موسوی,5104812987,شماره کارت,6037702347617248,12000000,TRX140500796,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
797,محمد,فلاحی,9073788412,شماره کارت,6219863884356374,100000000,TRX140500797,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
798,رضا,رضایی,5479039113,شماره حساب,6512388099080503,10000000,TRX140500798,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
799,امیر,کاظمی,5869874858,شماره حساب,06033565820988,80000000,TRX140500799,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
800,شادی,ملکی,1567217117,شماره کارت,6037706923988923,12000000,TRX140500800,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
801,آرمان,نوری,9013003109,شماره کارت,6277603373995889,20000000,TRX140500801,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
802,لیلا,رحیمی,4777820513,شماره کارت,6279614864297527,60000000,TRX140500802,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
803,حامد,حسینی,1461711843,شماره کارت,5892106521673173,80000000,TRX140500803,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
804,حامد,قاسمی,8875917507,شماره کارت,5892108808275722,30000000,TRX140500804,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
805,روناک,باقری,3182642774,شماره کارت,6037992104050309,10000000,TRX140500805,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
806,مینا,رضایی,9082420295,شماره حساب,061889568457619684,35000000,TRX140500806,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
807,نرگس,حسینی,3551667489,شماره کارت,6276486951435010,40000000,TRX140500807,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
808,شادی,قاسمی,3605629636,شماره حساب,4939268784939070,80000000,TRX140500808,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
809,شادی,جعفری,5063568262,شماره کارت,5022292842783538,35000000,TRX140500809,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
810,یاسر,فلاحی,6139223334,شماره کارت,5022291075572493,10000000,TRX140500810,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
811,روناک,رضایی,5466060992,شماره کارت,6219867263565802,80000000,TRX140500811,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
812,مریم,بهرامی,9059566130,شماره کارت,6276480836547727,40000000,TRX140500812,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
